subject,lambda_theta,Pi_kPa,Pi_mmHg
2,1.1013065326633165,6.381220077415969,47.86310693706776
2,1.102211055276382,6.427882790360632,48.21310621503476
2,1.1031155778894473,6.475236607320466,48.56828920160003
2,1.1040201005025125,6.52330200430568,48.92880947953527
2,1.1049246231155778,6.572100137584768,49.29482573397106
2,1.105829145728643,6.621652868786126,49.666501940674586
2,1.1067336683417084,6.67198279100124,50.04400756183972
2,1.107638190954774,6.723113255932261,50.42751774971063
2,1.1085427135678392,6.7750684021287215,50.81721355837473
2,1.1094472361809045,6.8278731843604055,51.21328216407734
2,1.1103517587939697,6.881553404175059,51.61591709442353
2,1.111256281407035,6.936135741692346,52.02531846685244
2,1.1121608040201005,6.991647788687615,52.4416932367861
2,1.1130653266331658,7.048118083021264,52.86525545587095
2,1.113969849246231,7.105576144472657,53.296226540754496
2,1.1148743718592964,7.164052512039549,53.73483555285408
2,1.1157788944723617,7.223578782767381,54.181319489600675
2,1.1166834170854272,7.284187652175483,54.635923587660464
2,1.1175879396984925,7.345912956350379,55.09890163866078
2,1.1184924623115577,7.408789715779895,55.570516317972995
2,1.119396984924623,7.472854181004786,56.05103952712812
2,1.1203015075376883,7.538143880168551,56.540752750469835
2,1.1212060301507538,7.604697668549882,57.039947426678616
2,1.122110552763819,7.672555780165786,57.54892533582709
2,1.1230150753768844,7.7417598815382895,58.067999002663726
2,1.1239195979899497,7.812353127721084,58.59749211684731
2,1.124824120603015,7.884380220688007,59.137739970896874
2,1.1257286432160805,7.957887470189354,59.68908991665167
2,1.1266331658291457,8.032922857187462,60.25190184107741
2,1.127537688442211,8.109536099988373,60.82654866229479
2,1.1284422110552763,8.187778723191501,61.41341684674463
2,1.1293467336683416,8.267704129585765,62.012906948453576
2,1.130251256281407,8.349367675126253,62.62543417140547
2,1.1311557788944724,8.432826747132262,63.25142895607519
2,1.1320603015075377,8.518140845854381,63.891337591232286
2,1.132964824120603,8.605371669565146,64.54562285217372
2,1.1338693467336682,8.694583203335679,65.21476466660366
2,1.1347738693467337,8.785841811668451,65.89926080943661
2,1.135678391959799,8.879216335164427,66.599627627861
2,1.1365829145728643,8.974778191412256,67.31640079807059
2,1.1374874371859296,9.072601480295305,68.05013611513256
2,1.1383919597989949,9.172763093923034,68.80141031754098
2,1.1392964824120602,9.275342831402677,69.57082194807555
2,1.1402010050251257,9.380423518678295,70.3589922526688
2,1.141105527638191,9.488091133675024,71.16656611906555
2,1.1420100502512562,9.598434936999034,71.99421305715369
2,1.1429145728643215,9.711547608454948,72.84262822292935
2,1.1438190954773868,9.827525389656747,73.71253348816718
2,1.144723618090452,9.946468233021104,74.60467855796276
2,1.1456281407035176,10.06847995744725,75.51984213842799
2,1.1465326633165829,10.193668411002111,76.45883315693065
2,1.1474371859296482,10.322145640946232,77.42249203739412
2,1.1483417085427134,10.45402807145229,78.41169203329648
2,1.1492462311557787,10.589436689386249,79.42734062114428
2,1.1501507537688442,10.728497238539791,80.47038095733633
2,1.1510552763819095,10.871340422722483,81.5417934014807
2,1.1519597989949748,11.018102118143364,82.64259710938848
2,1.15286432160804,11.168923595532537,83.77385169912326
2,1.1537688442211054,11.323951752477793,84.93665899366998
2,1.1546733668341709,11.48333935647491,86.13216484396284
2,1.1555778894472362,11.647245299215632,87.36156103620274
2,1.1564824120603014,11.815834862665987,88.62608728760975
2,1.1573869346733667,11.989279997513824,89.92703333495214
2,1.158291457286432,12.16775961459664,91.26574112043585
2,1.1591959798994975,12.351459889951487,92.64360707976792
2,1.1601005025125628,12.54057458416203,94.06208453745741
2,1.161005025125628,12.735305376714427,95.52268621469176
2,1.1619095477386934,12.935862216108907,97.02698685539079
2,1.1628140703517587,13.142463686515297,98.57662597635037
