subject,lambda_theta,sigma_theta_kPa,sigma_z_kPa,Pi_mmHg
4,1.2088573758178003,106.50459657032597,26.134500216947895,109.80437181709826
4,1.2094871524166189,107.44291072577387,26.18388382975914,110.77175726076796
4,1.2101169290154374,108.39944490200125,26.233435887075963,111.75792722642647
4,1.2107467056142562,109.37464208050135,26.283157655391328,112.76333842022696
4,1.2113764822130748,110.3689569496277,26.333050409918684,113.78845961789027
4,1.2120062588118934,111.38285623653923,26.383115434663146,114.83377200693454
4,1.212636035410712,112.41681904915029,26.433354022493376,115.89976953921973
5,1.0874425739233609,55.568362540261305,28.614916461661863,64.19998698185042
5,1.0880822813558366,55.85766549808048,28.68025346518047,64.53422836087873
5,1.0887219887883126,56.14865511967782,28.745869742249457,64.87041839895782
5,1.0893616962207884,56.44136023998843,28.81176929941377,65.2085904100522
5,1.0900014036532644,56.73581024276385,28.877956192459184,65.54877834219239
5,1.0906411110857401,57.032035072527734,28.94443452712508,65.89101679128765
5,1.0912808185182161,57.33006524681944,29.01120845982876,66.23534101527146
5,1.091920525950692,57.62993186872923,29.078282198400693,66.58178694858381
5,1.0925602333831679,57.93166663973618,29.145660002831395,66.93039121700332
5,1.0931999408156436,58.23530187285354,29.213346186029653,67.28119115283447
5,1.0938396482481196,58.54087050609284,29.28134511459286,67.63422481046314
5,1.0944793556805954,58.84840611625147,29.34966120958904,67.9895309822859
5,1.0951190631130714,59.157942933036125,29.418298947351353,68.34714921502724
5,1.0957587705455472,59.46951585352757,29.4872628602848,68.70711982645123
5,1.0963984779780231,59.78316045699833,29.556557537685645,69.0694839224809
5,1.097038185410499,60.098913020090535,29.626187626573653,69.43428341473367
5,1.097677892842975,60.4168105323656,29.69615783253741,69.8015610384865
5,1.0983176002754507,60.736890712233425,29.76647292059279,70.17136037107927
5,1.0989573077079267,61.0591920232732,29.837137716055064,70.54372585077097
5,1.0995970151404024,61.38375369095469,29.908157105424692,70.91870279605818
5,1.1002367225728782,61.710615719771965,29.979536037286977,71.2963374254703
5,1.1008764300053542,62.03981891079967,30.05127952322607,71.67667687785293
5,1.10151613743783,62.37140487968321,30.123392638753195,72.05976923315248
5,1.102155844870306,62.70541607507603,30.1958805242499,72.4456635337174
5,1.1027955523027817,63.041895797533016,30.26874838592575,72.83440980612632
5,1.1034352597352577,63.38088821887637,30.342001496791873,73.22605908356222
5,1.1040749671677335,63.722438402041945,30.415645197649127,73.62066342874138
5,1.1047146746002094,64.06659232142403,30.489684898092783,74.01827595741855
5,1.1053543820326852,64.41339688372764,30.5641260775326,74.41895086247818
5,1.1059940894651612,64.76289994934591,30.63897428622959,74.8227434386325
5,1.106633796897637,65.11515035427333,30.71423514634892,75.22971010773863
5,1.107273504330113,65.47019793257294,30.789914353030014,75.63990844475563
5,1.1079132117625887,65.82809353940921,30.866017675473394,76.05339720435516
5,1.1085529191950647,66.18888907466561,30.94255095804538,76.47023634820772
5,1.1091926266275405,66.5526375071588,31.019520121399886,76.89048707295801
5,1.1098323340600165,66.91939289947098,31.096931163619004,77.31421183891463
5,1.1104720414924922,67.28921043341111,31.174790161371043,77.74147439946631
5,1.1111117489249682,67.66214643612943,31.253103271088094,78.17233983125283
5,1.111751456357444,68.0382584068962,31.33187673016164,78.60687456510341
5,1.11239116378992,68.41760504456956,31.41111685815848,79.04514641777125
5,1.1130308712223957,68.80024627576596,31.490830058055227,79.48722462447978
5,1.1136705786548715,69.18624328375762,31.57102281749372,79.93317987230884
5,1.1143102860873475,69.5756585381132,31.651701710056017,80.38308433443959
5,1.1149499935198233,69.96855582510472,31.732873396560557,80.83701170528454
5,1.1155897009522993,70.36500027890227,31.814544626379124,81.29503723652795
5,1.116229408384775,70.7650584135765,31.896722238775197,81.7572377740993
5,1.116869115817251,71.1687981559344,31.979413164264294,82.22369179610962
5,1.1175088232497268,71.57628887920868,32.06262442599614,82.69447945177393
5,1.1181485306822028,71.98760143762826,32.146363141159775,83.16968260135164
5,1.1187882381146785,72.40280820189054,32.230636522411096,83.64938485712895
5,1.1194279455471545,72.82198309556608,32.31545187932444,84.1336716254783
5,1.1200676529796303,73.24520163245595,32.40081661986713,84.62263015001862
5,1.1207073604121063,73.67254095493519,32.48673825189883,85.11634955591477
5,1.121347067844582,74.10407987330493,32.573224384695266,85.61492089534241
5,1.121986775277058,74.53989890618561,32.66028273049689,86.11843719415563
5,1.1226264827095338,74.98008032197855,32.7479211060831,86.62699349978877
5,1.1232661901420098,75.42470818142851,32.83614743437252,87.1406869304306
5,1.1239058975744856,75.87386838131631,32.92496974604935,87.65961672550364
5,1.1245456050069615,76.32764869931724,33.01439618121712,88.18388429749069
5,1.1251853124394373,76.78613884005398,33.104434991078975,88.71359328514134
5,1.125825019871913,77.24943048238431,33.19509453964665,89.24884960810492
5,1.126464727304389,77.71761732795393,33.286383305477116,89.78976152302532
5,1.1271044347368648,78.19079515105311,33.378309883438185,90.33643968114195
5,1.1277441421693408,78.66906184981727,33.47088298650392,90.88899718744358
5,1.1283838496018166,79.1525174988046,33.56411144757905,91.44754966141294
5,1.1290235570342926,79.64126440299748,33.65800422135459,92.01221529941635
5,1.1296632644667683,80.13540715326312,33.752570386193725,92.58311493877939
5,1.1303029718992443,80.63505268332165,33.847819146049986,93.16037212360388
5,1.13094267933172,81.140310328259,33.94375983241631,93.74411317236984
5,1.131582386764196,81.65129188463808,34.04040190630816,94.3344672473839
5,1.1322220941966719,82.16811167224583,34.13775496027845,94.93156642611784
5,1.1328618016291478,82.69088659753328,34.235828720467424,95.5355457745029
5,1.1335015090616236,83.21973621879019,34.33463304868611,96.14654342222826
5,1.1341412164940996,83.75478281311317,34.434177944535584,96.76470064011158
5,1.1347809239265754,84.29615144521222,34.534473547561014,97.3901619195934
5,1.1354206313590514,84.84397003811857,34.63553013944298,98.02307505442838
5,1.1360603387915271,85.39836944584174,34.73735814622494,98.66359122462836
5,1.1367000462240031,85.95948352804167,34.839968140579,99.31186508273365
5,1.1373397536564789,86.52744922676823,34.94337084410941,99.96805484247263
5,1.1379794610889546,87.10240664533734,35.04757712969579,100.63232236989008
5,1.1386191685214306,87.68449912940085,35.152598023875385,101.30483327700982
5,1.1392588759539064,88.27387335027913,35.25844470926612,101.98575701811177
5,1.1398985833863824,88.8706793906257,35.365128527031004,102.67526698870302
5,1.1405382908188582,89.47507083248881,35.47266097938406,103.37354062725842
5,1.1411779982513341,90.08720484784875,35.58105373213954,104.08075951982129
5,1.14181770568381,90.70724229169805,35.690318617303824,104.79710950754216
5,1.142457413116286,91.33534779774934,35.800467635712586,105.52278079725318
5,1.1430971205487617,91.97168987684236,35.91151295971214,106.25796807516112
5,1.1437368279812377,92.61644101813957,36.023466935887555,107.00287062376191
5,1.1443765354137134,93.26977779318798,36.136342087836724,107.75769244206693
5,1.1450162428461894,93.93188096294014,36.25015111899269,108.52264236924775
5,1.1456559502786652,94.60293558782004,36.36490691549409,109.29793421179909
5,1.1462956577111412,95.28313114093156,36.48062254910558,110.08378687433225
5,1.146935365143617,95.97266162449861,36.597311280187455,110.88042449410231
5,1.147575072576093,96.67172568964587,36.714986560718124,111.68807657939483
5,1.1482147800085687,97.38052675961045,36.83366203736682,112.50697815187644
5,1.1488544874410447,98.09927315650359,36.95335155462167,113.33736989304677
5,1.1494941948735204,98.82817823171783,37.07406915796965,114.1794982949023
5,1.1501339023059964,99.56746050010533,37.19582909713374,115.03361581495703
5,1.1507736097384722,100.31734377803211,37.31864582936451,115.89998103574118
6,1.1019433901523592,52.05163894221238,29.088041718676166,64.19998578319549
6,1.1024255511606067,52.32353880129453,29.1352928362277,64.53534442784657
6,1.1029077121688542,52.59724218945661,29.182764172604756,64.87292752774329
6,1.1033898731771017,52.872774624592175,29.230458429222214,65.21276655640771
6,1.1038720341853492,53.150162028686836,29.278378338915957,65.55489348576504
6,1.1043541951935965,53.42943073498367,29.326526666357957,65.89934079498141
6,1.104836356201844,53.710607495288585,29.37490620847774,66.2461414794744
6,1.1053185172100914,53.993719487415724,29.42351979488926,66.59532906009589
6,1.105800678218339,54.278794322779575,29.472370288324413,66.94693759249627
6,1.1062828392265864,54.56586005413355,29.52146058507237,67.30100167666907
6,1.106765000234834,54.85494518346026,29.57079361542523,67.65755646668275
6,1.1072471612430814,55.146078670015456,29.62037234413021,68.01663768060199
6,1.107729322251329,55.43928993853001,29.670199770848132,68.37828161060399
6,1.1082114832595764,55.73460888757158,29.720278930618385,68.74252513329165
6,1.1086936442678237,56.03206589807145,29.770612894330846,69.10940572021043
6,1.1091758052760712,56.331691842019026,29.8212047692044,69.47896144857215
6,1.1096579662843187,56.63351809132606,29.87205769927214,69.851231012188
6,1.1101401272925662,56.937576526867716,29.92317486587392,70.22625373261965
6,1.1106222883008137,57.243899547700906,29.974559488155712,70.60406957054917
6,1.1111044493090612,57.552520080465314,30.02621482357623,70.98471913737403
6,1.1115866103173087,57.863471588970995,30.07814416842092,71.36824370703246
6,1.1120687713255561,58.17678808397583,30.13035085832321,71.7546852280628
6,1.1125509323338036,58.49250413315794,30.182838268793578,72.14408633590342
6,1.113033093342051,58.81065487128565,30.235609815755836,72.53649036543626
6,1.1135152543502984,59.131276010591904,30.288668956091676,72.93194136378246
6,1.113997415358546,59.454403851353874,30.34201918819266,73.33048410335122
6,1.1144795763667934,59.780075292685694,30.3956640525205,73.73216409515143
6,1.114961737375041,60.108327843547194,30.449607132175423,74.13702760236976
6,1.1154438983832884,60.439199633973004,30.503852053472684,74.54512165422047
6,1.1159260593915359,60.7727294265278,30.558402486527562,74.95649406007423
6,1.1164082203997834,61.10895662799234,30.61326214584893,75.37119342387163
6,1.1168903814080309,61.447921301284566,30.668434790941312,75.78926915882641
6,1.1173725424162781,61.789664177621816,30.72392422691588,76.21077150242634
6,1.1178547034245256,62.13422666892966,30.77973430511041,76.63575153173808
6,1.1183368644327731,62.48165088050034,30.835868923718046,77.06426117902005
6,1.1188190254410206,62.83197962391018,30.892332028425585,77.49635324765454
6,1.1193011864492681,63.18525643019818,30.949127613060973,77.93208142840217
6,1.1197833474575156,63.54152556331323,31.006259720250206,78.37150031598745
6,1.1202655084657631,63.90083203383577,31.063732442084177,78.81466542602303
6,1.1207476694740106,64.26322161297915,31.12154992079496,79.26163321227875
6,1.121229830482258,64.62874084687772,31.179716349442288,79.71246108430455
6,1.1217119914905054,64.99743707116738,31.23823597261016,80.16720742541386
6,1.1221941524987529,65.36935842586587,31.297113087113573,80.62593161103688
6,1.1226763135070004,65.74455387055762,31.356352042715763,81.08869402744939
6,1.1231584745152479,66.12307319989254,31.41595724285616,81.55555609088886
6,1.1236406355234954,66.50496705940323,31.475933145388836,82.02658026706311
6,1.1241227965317429,66.89028696164938,31.5362842633322,82.50183009106286
6,1.1246049575399903,67.27908530269607,31.597015165629674,82.98137018768576
6,1.1250871185482378,67.6714153789329,31.65813047792159,83.4652662921809
6,1.1255692795564853,68.06733140424225,31.719634883328688,83.95358527142415
6,1.1260514405647326,68.46688852752433,31.7815331232471,84.44639514553324
6,1.12653360157298,68.87014285058788,31.843829998155584,84.94376510993405
6,1.1270157625812276,69.27715144641107,31.906530368434073,85.44576555788338
6,1.127497923589475,69.68797237778685,31.96963915519518,85.95246810346596
6,1.1279800845977226,70.10266471635592,32.03316134112759,86.46394560506953
6,1.12846224560597,70.52128856203959,32.09710197135246,86.98027218935319
6,1.1289444066142176,70.94390506287947,32.161466154292285,87.50152327571736
6,1.129426567622465,71.37057643529428,32.22625906255309,88.02777560128847
6,1.1299087286307126,71.80136598476304,32.2914859338196,88.55910724642932
6,1.1303908896389598,72.23633812694362,32.35715207176402,89.09559766078655
6,1.1308730506472073,72.67555840923832,32.42326284696845,89.63732768988929
6,1.1313552116554548,73.11909353281337,32.48982369786112,90.18437960230803
6,1.1318373726637023,73.56701137508668,32.55684013166674,90.73683711739051
6,1.1323195336719498,74.01938101269134,32.624317725371256,91.29478543358496
6,1.1328016946801973,74.47627274492763,32.692262126701145,91.85831125736534
6,1.1332838556884448,74.937758117713,32.760679055117265,92.42750283277118
6,1.1337660166966923,75.40390994804363,32.82957430282427,93.00244997157812
6,1.1342481777049398,75.8748023489773,32.898953735794755,93.58324408411161
6,1.134730338713187,76.35051075514998,32.9688232948092,94.16997821071882
6,1.1352124997214346,76.83111194884073,33.039188996511854,94.76274705391678
6,1.135694660729682,77.31668408659192,33.11005693448211,95.36164701122556
6,1.1361768217379296,77.807306726405,33.181433280322835,95.9667762087112
6,1.136658982746177,78.30306085551867,33.25332428476476,96.57823453524712
6,1.1371411437544245,78.80402891878718,33.32573627878804,97.19612367751564
6,1.137623304762672,79.31029484766974,33.398675674760554,97.82054715576308
6,1.1381054657709195,79.82194408984766,33.47214896759416,98.45161036032947
6,1.138587626779167,80.33906363948118,33.546162735917754,99.08942058896689
6,1.1390697877874143,80.86174206812446,33.62072364326937,99.73408708496973
6,1.1395519487956618,81.39006955630998,33.69583843930559,100.38572107613066
6,1.1400341098039093,81.92413792582029,33.771513961029925,101.04443581454423
6,1.1405162708121568,82.46404067266357,33.84775713404003,101.71034661727857
6,1.1409984318204043,83.00987300076821,33.92457497379418,102.38357090793406
6,1.1414805928286518,83.5617318564133,34.00197458689677,103.06422825910947
6,1.1419627538368993,84.11971596341411,34.079963172404405,103.75244043579944
6,1.1424449148451468,84.6839258590767,34.15854802315121,104.44833143974056
6,1.1429270758533943,85.254463930944,34.237736527095265,105.15202755473355
6,1.1434092368616415,85.831434454349,34.31753616868559,105.86365739296106
6,1.143891397869889,86.41494363079573,34.39795453025023,106.58335194232643
6,1.1443735588781365,87.00509962718576,34.47899929340595,107.31124461483518
6,1.144855719886384,87.60201261591241,34.560678240489544,108.0474712960469
6,1.1453378808946315,88.20579481584265,34.64299925601179,108.79217039562188
6,1.145820041902879,88.81656053420541,34.72597032813326,109.54548289898578
6,1.1463022029111265,89.43442620941246,34.809599550163995,110.3075524201445
6,1.146784363919374,90.05951045482963,34.893895122085716,111.07852525567104
6,1.1472665249276215,90.69193410352254,34.97886535209804,111.85855043989467
6,1.1477486859358688,91.33182025400177,35.064518658188966,112.64777980132243
6,1.1482308469441163,91.97929431698964,35.15086356972969,113.44636802032082
6,1.1487130079523638,92.6344840632319,35.23790872909427,114.25447268808637
6,1.1491951689606112,93.29751967238245,35.32566289330482,115.07225436693948
6,1.1496773299688587,93.96853378298525,35.41413493570231,115.89987665197164
7,1.0703499567529657,50.19279494266178,36.74634332980183,64.19999422005665
7,1.0710090970019073,50.49951589267324,36.83204077466462,64.59231115001444
7,1.0716682372508488,50.80739815697986,36.91807818060676,64.98611347984132
7,1.0723273774997903,51.11645927568213,37.004460653078866,65.3814236445173
7,1.0729865177487319,51.42671707641179,37.09119335966213,65.7782644467943
7,1.0736456579976734,51.73818967986779,37.1782815309797,66.17665906427723
7,1.074304798246615,52.05089550547016,37.265730461621956,66.5766310566555
7,1.0749639384955565,52.364853277135765,37.353545511086935,66.97820437309065
7,1.075623078744498,52.680082029176816,37.441732104734626,67.38140335976094
7,1.0762822189934396,52.996601112327,37.530295734756805,67.78625276756922
7,1.076941359242381,53.31443019989736,37.619241961161805,68.1927777600167
7,1.0776004994913226,53.63358929406499,37.70857641277486,68.60100392124656
7,1.0782596397402642,53.95409873229802,37.79830478825401,69.01095726426203
7,1.0789187799892057,54.27597919392022,37.88843285712214,69.42266423932291
7,1.0795779202381472,54.59925170681834,37.97896646081531,69.83615174252473
7,1.0802370604870888,54.92393765429568,38.06991151374733,70.25144712456495
7,1.0808962007360303,55.25005878207577,38.1612740043916,70.66857819970109
7,1.0815553409849719,55.577637205459354,38.25305999637964,71.08757325490504
7,1.0822144812339134,55.9066954166389,38.345275629617426,71.50846105921883
7,1.082873621482855,56.23725629217367,38.43792712141891,71.9312708733157
7,1.0835327617317965,56.56934310063063,38.5310207676582,72.3560324592734
7,1.084191901980738,56.90297951039361,38.6245629439394,72.78277609056255
7,1.0848510422296795,57.23818959764628,38.71856010678555,73.21153256225755
7,1.085510182478621,57.57499785453251,38.813018794846386,73.64233320147409
7,1.0861693227275626,57.91342919749836,38.907945630125184,74.07520987803919
7,1.0868284629765042,58.25350897582081,39.00334731922561,74.51019501540004
7,1.0874876032254457,58.59526298032727,39.09923065461811,74.94732160177685
7,1.0881467434743872,58.93871745231094,39.195602515926936,75.38662320156608
7,1.0888058837233288,59.2838990926467,39.29246987123757,75.82813396700045
7,1.0894650239722703,59.63083507111282,39.3898397784254,76.27188865007197
7,1.0901241642212118,59.979553035923004,39.48771938650549,76.71792261472405
7,1.0907833044701534,60.33008112347507,39.586115937004365,77.16627184932071
7,1.091442444719095,60.682447968320645,39.68503676535377,77.61697297939861
7,1.0921015849680364,61.036682713362055,39.78448930230705,78.0700632807094
7,1.092760725216978,61.39281502028199,39.88448107537829,78.52558069256013
7,1.0934198654659195,61.75087508021171,39.985019710304854,78.98356383145847
7,1.094079005714861,62.11089362464412,40.086112932533744,79.44405200507138
7,1.0947381459638026,62.47290193659747,40.18776856873181,79.9070852265042
7,1.0953972862127441,62.83693186203651,40.289994548320806,80.37270422890907
7,1.0960564264616857,63.20301582155757,40.39279890503741,80.84095048043095
7,1.0967155667106272,63.57118682234387,40.49618977851831,81.31186619949928
7,1.0973747069595687,63.94147847039838,40.60017541591159,81.78549437047465
7,1.0980338472085103,64.31392498306181,40.704764173514434,82.26187875966014
7,1.0986929874574518,64.68856120182168,40.809964518437184,82.74106393168499
7,1.0993521277063933,65.06542260542139,40.91578503029521,83.223095266272
7,1.1000112679553349,65.44454532327617,41.02223440292809,83.70801897539748
7,1.1006704082042764,65.8259661492045,41.129321446147465,84.19588212085452
7,1.101329548453218,66.20972255548207,41.2370550875131,84.68673263222921
7,1.1019886887021593,66.59585270722839,41.34544437413889,85.1806193253018
7,1.1026478289511008,66.98439547713288,41.4544984745279,85.67759192088269
7,1.1033069692000423,67.37539046053037,41.56422668043827,86.17770106409468
7,1.1039661094489839,67.76887799083507,41.67463840877964,86.68099834411433
7,1.1046252496979254,68.16489915534213,41.78574320354121,87.18753631438314
7,1.105284389946867,68.5634958114064,41.89755073775154,87.69736851330119
7,1.1059435301958085,68.96471060300868,42.01007081547097,88.21054948541665
7,1.10660267044475,69.36858697771943,42.123313373817226,88.72713480312346
7,1.1072618106936916,69.77516920407027,42.237288485024564,89.24718108888061
7,1.107920950942633,70.18450238934443,42.35200635853741,89.7707460379674
7,1.1085800911915746,70.59663249779695,42.467477343138604,90.29788844178827
7,1.1092392314405162,71.01160636931681,42.58371192911379,90.82866821174298
7,1.1098983716894577,71.42947173854084,42.700720750451076,91.36314640367452
7,1.1105575119383992,71.8502772544347,42.818514587078646,91.90138524291461
7,1.1112166521873408,72.27407250034955,42.93710436713884,92.44344814993745
7,1.1118757924362823,72.70090801457091,43.05650116930123,92.9893997666432
7,1.1125349326852239,73.13083531136981,43.17671622511391,93.53930598328375
7,1.1131940729341654,73.56390690257207,43.297760921394925,94.09323396605134
7,1.113853213183107,74.00017631965856,43.419646802663706,94.65125218534628
7,1.1145123534320485,74.43969813641067,43.5423855736135,95.21343044474204
7,1.11517149368099,74.88252799211628,43.66598910162554,95.7798399106673
7,1.1158306339299315,75.32872261535194,43.79046941932626,96.3505531428249
7,1.116489774178873,75.77833984835524,43.91583872718695,96.92564412536579
7,1.1171489144278146,76.23143867200531,44.04210939616814,97.50518829884088
7,1.1178080546767561,76.6880792314273,44.16929397040894,98.0892625929507
7,1.1184671949256977,77.1483228622375,44.29740516996148,98.67794546011497
7,1.1191263351746392,77.61223211744746,44.426455893572474,99.27131690988445
7,1.1197854754235808,78.07987079504541,44.556459221512185,99.86945854421981
7,1.1204446156725223,78.5513039662722,44.68742841845129,100.47245359365823
7,1.1211037559214638,79.02659800461294,44.8193769363872,101.08038695439578
7,1.1217628961704054,79.50582061552237,44.95231841762032,101.69334522630814
7,1.122422036419347,79.98904086690602,45.08626669778147,102.31141675193815
7,1.1230811766682884,80.47632922037664,45.22123580891103,102.93469165647478
7,1.12374031691723,80.96775756330842,45.35723998259116,103.56326188875282
7,1.1243994571661715,81.46339924171106,45.49429365313161,104.19722126330088
7,1.125058597415113,81.96332909394707,45.63241146081086,104.8366655034682
7,1.1257177376640546,82.46762348531455,45.77160825517251,105.48169228565844
7,1.1263768779129961,82.97636034352182,45.91189909837913,106.13240128470396
7,1.1270360181619377,83.4896191950778,46.053299268623945,106.78889422041173
7,1.1276951584108792,84.00748120262338,46.1958242636012,107.45127490531269
7,1.1283542986598207,84.53002920323253,46.339489804037214,108.11964929365136
7,1.1290134389087623,85.05734774770818,46.48431183728227,108.79412553164804
7,1.1296725791577038,85.58952314090322,46.63030654096512,109.4748140090721
7,1.1303317194066453,86.12664348309444,46.777490326711074,110.16182741216198
7,1.1309908596555869,86.6687987124402,46.92587984392471,110.85528077793157
7,1.1316499999045284,87.21608064855216,47.07549198363857,111.55529154990127
7,1.13230914015347,87.76858303721417,47.22634388242923,112.26197963529657
7,1.1329682804024115,88.32640159628002,47.37845292640168,112.97546746375437
7,1.133627420651353,88.88963406278418,47.53183675524323,113.69588004758084
7,1.1342865609002946,89.45838024130174,47.68651326634907,114.42334504360703
7,1.134945701149236,90.0327420535929,47.84250061901994,115.15799281668755
7,1.1356048413981776,90.61282358956686,47.99981723873286,115.89995650488687
8,1.1660852294263928,64.89941123822103,17.18912968480821,64.19989499610706
8,1.166431090097286,65.19984956722354,17.21409474048533,64.49709506012563
8,1.1667769507681793,65.50313742770942,17.239124997988675,64.79711394204301
8,1.1671228114390724,65.80931218610976,17.26422086599804,65.0999886055374
8,1.1674686721099656,66.11841174810473,17.28938275560349,65.4057565477238
8,1.167814532780859,66.43047456703803,17.31461108032145,65.71445580747776
8,1.1681603934517522,66.74553965247372,17.339906256111348,66.02612497390001
8,1.1685062541226452,67.0636465788944,17.36526870139199,66.34080319492084
8,1.1688521147935385,67.38483549454611,17.390698837058398,66.65853018604966
8,1.1691979754644317,67.70914713042887,17.41619708649844,66.97934623926876
8,1.169543836135325,68.03662280943983,17.441763875609784,67.30329223207772
8,1.169889696806218,68.36730445566825,17.467399632817024,67.63040963668834
8,1.1702355574771113,68.70123460384744,17.49310478908869,67.96074052937468
8,1.1705814181480045,69.03845640896353,17.518879777954602,68.29432759997817
8,1.1709272788188978,69.37901365602758,17.544725035523275,68.63121416157458
8,1.171273139489791,69.7229507700107,17.570641000499496,68.97144416030184
8,1.171619000160684,70.07031282594696,17.59662811420187,69.31506218535424
8,1.1719648608315774,70.42114555920705,17.62268682058075,69.66211347914518
8,1.1723107215024706,70.77549537594312,17.648817566236065,70.01264394763959
8,1.1726565821733639,71.1334093637125,17.675020800435405,70.36670017086307
8,1.173002442844257,71.49493530227912,17.701296975132134,70.72432941358687
8,1.1733483035151502,71.86012167459894,17.727646544983905,71.08557963619498
8,1.1736941641860434,72.22901767798987,17.754069967370913,71.45049950573355
8,1.1740400248569367,72.60167323549183,17.780567702414512,71.8191384071486
8,1.1743858855278297,72.97813900741988,17.807140212996046,72.19154645471461
8,1.174731746198723,73.35846640311311,17.83378796477566,72.56777450365674
8,1.1750776068696163,73.74270759288248,17.86051142621124,72.94787416196988
8,1.1754234675405095,74.13091552016292,17.88731106857762,73.33189780243985
8,1.1757693282114026,74.52314391387173,17.914187365985825,73.71989857486857
8,1.1761151888822958,74.91944730097916,17.941140795402585,74.11193041850899
8,1.176461049553189,75.31988101929022,17.968171836669732,74.50804807470941
8,1.1768069102240823,75.72450123044806,17.995280972524093,74.90830709977647
8,1.1771527708949756,76.13336493315799,18.022468688617224,75.31276387805673
8,1.1774986315658686,76.54652997663783,18.0497354735354,75.72147563524207
8,1.177844492236762,76.96405507429999,18.077081818819952,76.13450045190426
8,1.1781903529076552,77.38599981766545,18.104508218987323,76.55189727725894
8,1.1785362135785484,77.8124246905191,18.13201517154961,76.97372594316847
8,1.1788820742494415,78.24339108330678,18.159603177035248,77.40004717838372
8,1.1792279349203347,78.67896130778166,18.187272739009657,77.83092262303258
8,1.179573795591228,79.11919861189891,18.215024364096177,78.26641484335417
8,1.1799196562621213,79.5641671949715,18.242858561997153,78.70658734669121
8,1.1802655169330143,80.01393222308414,18.270775845515086,79.1515045967378
8,1.1806113776039076,80.4685598447757,18.298776730574154,79.60123202905291
8,1.1809572382748008,80.92811720698975,18.32686173624154,80.05583606683892
8,1.181303098945694,81.39267247130311,18.355031384749235,80.51538413699525
8,1.1816489596165873,81.86229483043542,18.383286201516007,80.97994468645
8,1.1819948202874804,82.33705452504293,18.411626715169135,81.44958719877278
8,1.1823406809583736,82.8170228608065,18.440053457566883,81.92438221107838
8,1.182686541629267,83.30227222581229,18.468566963820592,82.40440133122028
8,1.1830324023001602,83.79287610823874,18.497167772317418,82.88971725528695
8,1.1833782629710532,84.28890911434779,18.525856424742834,83.38040378539911
8,1.1837241236419465,84.7904469867928,18.5546334661036,83.87653584782032
8,1.1840699843128397,85.2975666232411,18.583499444750665,84.37818951137885
8,1.184415844983733,85.81034609532608,18.612454912402484,84.88544200621546
8,1.184761705654626,86.3288646679265,18.641500424168257,85.39837174285493
8,1.1851075663255193,86.85320281878651,18.670636538571557,85.91705833161464
8,1.1854534269964125,87.38344225847455,18.699863817574023,86.44158260234822
8,1.1857992876673058,87.91966595069559,18.729182826599214,86.972026624539
8,1.186145148338199,88.46195813295776,18.758594134556695,87.50847372774382
8,1.186491009009092,89.01040433760141,18.788098313866286,88.05100852239538
8,1.1868368696799854,89.56509141320005,18.817695940482626,88.59971692097263
8,1.1871827303508786,90.12610754633263,18.847387593919475,89.15468615953826
8,1.1875285910217719,90.69354228374405,18.877173857274787,89.71600481966044
8,1.187874451692665,91.26748655489305,18.9070553172556,90.28376285071762
8,1.1882203123635582,91.84803269490017,18.937032564203278,90.8580515925992
8,1.1885661730344514,92.43527446789692,18.967106192118685,91.43896379880293
8,1.1889120337053447,93.02930709079155,18.997276798687956,92.02659365994468
8,1.1892578943762377,93.63022725745235,19.027544985308047,92.62103682768095
8,1.189603755047131,94.2381331633217,19.057911357112907,93.22239043905765
8,1.1899496157180243,94.85312453046252,19.088376522999358,93.83075314128662
8,1.1902954763889175,95.47530263305259,19.118941095653593,94.44622511696511
8,1.1906413370598106,96.1047703233287,19.14960569157762,95.06890810974038
8,1.1909871977307038,96.74163205799546,19.180370931115966,95.69890545043376
8,1.191333058401597,97.38599392509913,19.211237438482858,96.33632208362485
8,1.1916789190724904,98.03796367138375,19.242205841788945,96.98126459471285
8,1.1920247797433836,98.6976507301327,19.273276773068872,97.63384123745797
8,1.1923706404142767,99.36516624950843,19.30445086830892,98.29416196201574
8,1.19271650108517,100.04062312139848,19.33572876747453,98.96233844347202
8,1.1930623617560632,100.72413601077358,19.367111114538435,99.63848411088486
8,1.1934082224269564,101.41582138557635,19.398598557508677,100.32271417685084
8,1.1937540830978495,102.11579754714055,19.430191748457155,101.01514566759654
8,1.1940999437687427,102.82418466116064,19.461891343548167,101.71589745361432
8,1.194445804439636,103.54110478921078,19.49369800306722,102.4250902808415
8,1.1947916651105293,104.26668192083521,19.52561239144995,103.14284680240502
8,1.1951375257814223,105.00104200621384,19.55763517731168,103.86929161093472
8,1.1954833864523156,105.74431298941586,19.589767033476598,104.60455127145873
8,1.1958292471232088,106.49662484225034,19.62200863700756,105.34875435488911
8,1.196175107794102,107.25810959873152,19.6543606692361,106.10203147211568
8,1.1965209684649953,108.02890139016166,19.6868238157925,106.8645153087107
8,1.1968668291358884,108.80913648085054,19.719398766636168,107.6363406602634
8,1.1972126898067816,109.5989533044814,19.752086216086422,108.417644468354
8,1.197558550477675,110.39849250113123,19.78488686285295,109.20856585717488
8,1.1979044111485682,111.2078969549666,19.81780141006747,110.00924617082015
8,1.1982502718194612,112.02731183261973,19.850830565314418,110.8198290112481
