subject,lambda_theta,sigma_theta_kPa,sigma_z_kPa,Pi_mmHg
4,1.195002290643791,89.7036379731711,25.088219617903896,92.4828780591503
4,1.1956320672426095,90.33311531279395,25.134201086167174,93.13185816025556
4,1.196261843841428,90.97346544624415,25.18032520564659,93.79204792117415
4,1.1968916204402467,91.6249409588674,25.22659306782599,94.46370775296914
4,1.1975213970390655,92.28780084062728,25.27300577148765,95.14710466975234
4,1.198151173637884,92.96231066089562,25.319564422771478,95.84251246889013
4,1.1987809502367026,93.64874274832727,25.366270135234604,96.55021191645116
4,1.1994107268355212,94.34737637597209,25.413124029911174,97.27049093805364
4,1.2000405034343398,95.05849795178764,25.46012723537295,98.00364481528045
4,1.2006702800331583,95.7824012147188,25.5072808877904,98.74997638783393
4,1.201300056631977,96.51938743651627,25.554586130994323,99.5097962616071
4,1.2019298332307957,97.26976562947192,25.602044116537712,100.28342302285526
4,1.2025596098296143,98.03385276025249,25.649656003758608,101.07118345865476
4,1.2031893864284329,98.81197397002536,25.697422959843166,101.87341278384875
4,1.2038191630272514,99.60446280106702,25.74534615988945,102.69045487467659
4,1.20444893962607,100.41166143005907,25.79342678697146,103.52266250929797
4,1.2050787162248886,101.23392090827984,25.84166603220427,104.37039761542619
4,1.2057084928237072,102.07160140890667,25.890065094809042,105.23403152529247
4,1.206338269422526,102.92507248165248,25.93862518217925,106.11394523817185
4,1.2069680460213446,103.794713314963,25.987347509946872,107.01052969070399
4,1.2075978226201631,104.6809130060185,26.03623330204978,107.92418603525998
4,1.2082275992189817,105.58407083877842,26.08528379079919,108.85532592660176
