subject,lambda_theta,sigma_theta_kPa,sigma_z_kPa
5,1.0090452261306533,27.26848453848932,21.815119271206008
5,1.0099497487437186,27.552632508807957,21.88720899857161
5,1.0108542713567839,27.83721889995904,21.959324836972556
5,1.0117587939698491,28.122256183819445,22.03147003157875
5,1.0126633165829146,28.407757029222104,22.10364786398861
5,1.01356783919598,28.6937343076071,22.17586165295094
5,1.0144723618090452,28.980201098807512,22.248114755100257
5,1.0153768844221105,29.267170696972777,22.32041056570555
5,1.0162814070351758,29.554656616634464,22.39275251943287
5,1.0171859296482413,29.842672598919407,22.465144091122042
5,1.0180904522613066,30.13123261791392,22.53758879657768
5,1.0189949748743719,30.420350887185133,22.610090193375136
5,1.0198994974874371,30.71004186646303,22.682651881681224
5,1.0208040201005024,31.000320268489467,22.755277505090458
5,1.021708542713568,31.291201066038717,22.82797075147689
5,1.0226130653266332,31.582699499114966,22.900735353861908
5,1.0235175879396985,31.874831082333465,22.97357509129856
5,1.0244221105527638,32.16761161248923,23.046493789772317
5,1.025326633165829,32.46105717632106,23.119495323119104
5,1.0262311557788946,32.755184158476084,23.192583613960636
5,1.0271356783919598,33.05000924968103,23.26576263465756
5,1.0280402010050251,33.34554945512803,23.3390364082808
5,1.0289447236180904,33.64182210308019,23.412409009601454
5,1.0298492462311557,33.93884485370495,23.48588456609966
5,1.030753768844221,34.23663570814214,23.559467258992804
5,1.0316582914572865,34.535213017814385,23.63316132428356
5,1.0325628140703518,34.834595493987024,23.70697105382809
5,1.033467336683417,35.1348022175868,23.780900796424962
5,1.0343718592964823,35.435852649286,23.854954958925184
5,1.0352763819095476,35.737766639861654,23.92913800736372
5,1.0361809045226131,36.040564440838374,24.00345446811311
5,1.0370854271356784,36.34426671542337,24.077908929059475
5,1.0379899497487437,36.64889454974447,24.15250604080176
5,1.038894472361809,36.954469464399004,24.22725051787423
5,1.0397989949748743,37.2610134263252,24.30214713999308
5,1.0407035175879398,37.568548861005695,24.37720075332767
5,1.041608040201005,37.87709866501385,24.4524162717966
5,1.0425125628140703,38.18668621891507,24.527798678389736
5,1.0434170854271356,38.49733540053295,24.60335302651607
5,1.044321608040201,38.809070598593735,24.679084441378695
5,1.0452261306532664,39.12191672676046,24.75499812137682
5,1.0461306532663317,39.43589923806968,24.831099339535914
5,1.047035175879397,39.75104413978484,24.90739344496647
5,1.0479396984924623,40.06737800867853,24.983885864351812
5,1.0488442211055276,40.3849280067587,25.060582103465855
5,1.049748743718593,40.70372189745356,25.137487748721355
5,1.0506532663316583,41.0237880622694,25.21460846874934
5,1.0515577889447236,41.34515551793841,25.291950016010432
5,1.052462311557789,41.66785393407141,25.369518228438835
5,1.0533668341708542,41.99191365133299,25.447319031119477
5,1.0542713567839195,42.317365700156344,25.525358437999365
5,1.055175879396985,42.64424182001599,25.60364255363373
5,1.0560804020100503,42.972574479276375,25.682177574967618
5,1.0569849246231156,43.30239689563711,25.76096979315421
5,1.0578894472361808,43.633743057193136,25.840025595410047
5,1.0587939698492461,43.966647744132004,25.91935146690851
5,1.0596984924623116,44.30114655108894,25.99895399271208
5,1.060603015075377,44.63727591018228,26.078839859744434
5,1.0615075376884422,44.97507311475285,26.159015858803343
5,1.0624120603015075,45.31457634383009,26.239488886614943
5,1.0633165829145728,45.655824687351,26.32026594793085
5,1.0642211055276383,45.99885817215681,26.401354157668464
5,1.0651256281407036,46.343717788794194,26.482760743096076
5,1.0660301507537688,46.690445519149236,26.564493046063234
5,1.0669346733668341,47.03908436494218,26.646558525277946
5,1.0678391959798994,47.38967837711277,26.728964758631214
5,1.0687437185929647,47.74227268612754,26.811719445570464
5,1.0696482412060302,48.09691353324041,26.894830409522655
5,1.0705527638190955,48.45364830274012,26.97830560036848
5,1.0714572864321608,48.81252555521927,27.062153096968608
5,1.072361809045226,49.1735950618998,27.14638110974326
5,1.0732663316582913,49.53690784005282,27.230997983306395
5,1.0741708542713568,49.902516189550596,27.3160121991556
5,1.0750753768844221,50.27047373059121,27.401432378419166
5,1.0759798994974874,50.64083544263701,27.487267284661513
5,1.0768844221105527,51.0136577046098,27.573525826748565
5,1.077788944723618,51.38899833638743,27.66021706177394
5,1.0786934673366835,51.766916641648265,27.747350198048082
5,1.0795979899497488,52.14747345211146,27.83493459815117
5,1.080502512562814,52.53073117322343,27.922979782051698
5,1.0814070351758793,52.91675383134166,28.011495430292
5,1.0823115577889446,53.30560712247038,28.100491387242485
5,1.0832160804020101,53.69735846260399,28.189977664426085
5,1.0841206030150754,54.09207703973553,28.27996444391437
5,1.0850251256281407,54.48983386759254,28.370462081797605
5,1.085929648241206,54.89070184116065,28.461481111729793
5,1.0868341708542713,55.294755794061864,28.55303224855082
5,1.0877386934673368,55.70207255785455,28.64512639198757
5,1.088643216080402,56.11273102332541,28.737774630435688
5,1.0895477386934673,56.526812203847626,28.830988244823985
5,1.0904522613065326,56.94439930087981,28.92477871256363
5,1.091356783919598,57.365577771685864,29.019157711583638
5,1.0922613065326634,57.79043539935755,29.11413712445532
5,1.0931658291457287,58.21906236522507,29.209729042607172
5,1.094070351758794,58.651551323745906,29.30594577063328
5,1.0949748743718593,59.08799747996174,29.402799830696186
5,1.0958793969849245,59.52849866962228,29.50030396702767
5,1.0967839195979898,59.973155442074415,29.598471150529225
5,1.0976884422110553,60.42207114602111,29.6973145834745
5,1.0985929648241206,60.87535201825814,29.79684770431645
5,1.099497487437186,61.33310727550227,29.897084192601824
5,1.1004020100502512,61.7954492094261,29.998037973995082
5,1.1013065326633165,62.26249328502322,30.099723225414735
5,1.102211055276382,62.73435824243005,30.202154380284924
5,1.1031155778894473,63.211166202335534,30.30534613390455
5,1.1040201005025125,63.693042775118364,30.4093134489375
5,1.1049246231155778,64.18011717385232,30.514071561026313
5,1.105829145728643,64.67252233133019,30.61963598453229
5,1.1067336683417084,65.17039502126168,30.72602251840585
5,1.107638190954774,65.673875983806,30.833247252189395
5,1.1085427135678392,66.1831100556074,30.941326572156424
5,1.1094472361809045,66.69824630451038,31.05027716759009
5,1.1103517587939697,67.21943816913566,31.160116037204922
5,1.111256281407035,67.746843603507,31.270860495714558
5,1.1121608040201005,68.28062522692915,31.382528180549897
5,1.1130653266331658,68.8209504793198,31.495137058730336
5,1.113969849246231,69.36799178221558,31.608705433893505
5,1.1148743718592964,69.92192670567121,31.723251953485263
5,1.1157788944723617,70.4829381412897,31.83879561611601
5,1.1166834170854272,71.05121448162471,31.95535577908577
5,1.1175879396984925,71.62694980621008,32.072952166083454
5,1.1184924623115577,72.21034407448195,32.191604875063845
5,1.119396984924623,72.80160332586834,32.31133438630722
5,1.1203015075376883,73.40093988733469,32.4321615706658
5,1.1212060301507538,74.00857258868655,32.554107698001836
5,1.122110552763819,74.62472698594048,32.677194445822245
5,1.1230150753768844,75.24963559309387,32.80144390811475
5,1.1239195979899497,75.8835381226293,32.926878604390104
5,1.124824120603015,76.52668173511401,33.05352148893617
5,1.1257286432160805,77.17932129826268,33.18139596028907
5,1.1266331658291457,77.84171965585116,33.310525870926185
5,1.127537688442211,78.51414790688776,33.44093553718801
5,1.1284422110552763,79.19688569545995,33.572649749433175
5,1.1293467336683416,79.89022151170062,33.70569378243346
5,1.130251256281407,80.59445300433138,33.840093406014596
5,1.1311557788944724,81.30988730526383,33.97587489594902
5,1.1320603015075377,82.03684136676037,34.11306504510716
5,1.132964824120603,82.77564231167786,34.25169117487418
5,1.1338693467336682,83.52662779733944,34.391781146837644
5,1.1347738693467337,84.290146393609,34.5333633747552
5,1.135678391959799,85.06655797575974,34.676466836806846
5,1.1365829145728643,85.85623413276718,34.8211210881419
5,1.1374874371859296,86.65955859166989,34.96735627372549
5,1.1383919597989949,87.47692765868504,35.11520314149459
5,1.1392964824120602,88.30875067778618,35.264693055830016
5,1.1402010050251257,89.15545050748808,35.41585801135325
5,1.141105527638191,90.01746401661488,35.56873064705661
5,1.1420100502512562,90.89524259986544,35.723344260774724
5,1.1429145728643215,91.7892527140225,35.87973282400688
5,1.1438190954773868,92.6999764356966,36.03793099709934
5,1.144723618090452,93.62791204153051,36.19797414479608
5,1.1456281407035176,94.57357461183804,36.359898352168806
5,1.1465326633165829,95.53749665869063,36.52374044093526
5,1.1474371859296482,96.52022877951742,36.68953798617664
5,1.1483417085427134,97.52234033732664,36.857329333463824
5,1.1492462311557787,98.54442016871522,37.02715361640395
5,1.1501507537688442,99.58707732088124,37.19905077461777
5,1.1510552763819095,100.65094181891334,37.373061572159244
5,1.1519597989949748,101.73666546469364,37.54922761638981
5,1.15286432160804,102.84492266880356,37.727591377317694
5,1.1537688442211054,103.97641131689943,37.90819620741651
5,1.1546733668341709,105.13185367208442,38.09108636193449
5,1.1555778894472362,106.31199731487682,38.27630701970742
5,1.1564824120603014,107.51761612245868,38.46390430448999
5,1.1573869346733667,108.74951128895174,38.65392530681743
5,1.158291457286432,110.00851238856919,38.84641810641352
5,1.1591959798994975,111.29547848356503,39.041431795157614
5,1.1601005025125628,112.61129927900235,39.23901650062756
5,1.161005025125628,113.95689632645838,39.43922341023265
5,1.1619095477386934,115.33322427887825,39.642104795952775
5,1.1628140703517587,116.74127219890613,39.847714039700385
5,1.1637185929648242,118.18206492312598,40.056105659321666
5,1.1646231155778894,119.65666448476537,40.26733533525437
5,1.1655276381909547,121.16617159754068,40.48145993786011
5,1.16643216080402,122.71172720344677,40.698537555449136
5,1.1673366834170853,124.29451408743455,40.91862752301661
5,1.1682412060301508,125.91575856206421,41.14179045170961
5,1.169145728643216,127.57673222536579,41.36808825904449
5,1.1700502512562814,129.27875379530948,41.597584199895806
5,1.1709547738693467,131.02319102443846,41.830342898277024
5,1.171859296482412,132.8114626984069,42.066430379934744
5,1.1727638190954774,134.64504072234269,42.30591410577985
5,1.1736683417085427,136.52545229914568,42.548863006176475
5,1.174572864321608,138.45428220404818,42.79534751611453
5,1.1754773869346733,140.43317515996097,43.045439611288586
5,1.1763819095477386,142.46383831837014,43.299212845108926
5,1.1772864321608039,144.5480438507778,43.556742386669725
5,1.1781909547738694,146.68763165593433,43.818105059702035
5,1.1790954773869347,148.88451218836715,44.08337938253726
5,1.18,151.14066941400034,44.35264560911092
6,1.0,13.538860062067695,21.41433904708434
6,1.0009045226130653,13.810911237460271,21.475976426061212
6,1.0018090452261306,14.083333921925814,21.537578418300065
6,1.002713567839196,14.356140690050207,21.599147659139646
6,1.0036180904522614,14.62934430058229,21.660686812877785
6,1.0045226130653266,14.902957702306526,21.722198573479893
6,1.005427135678392,15.176994040047479,21.783685665301675
6,1.0063316582914572,15.451466660811029,21.845150843826342
6,1.0072361809045227,15.726389120067061,21.9065968964168
6,1.008140703517588,16.001775188177785,21.968026643083135
6,1.0090452261306533,16.27763885697712,22.02944293726572
6,1.0099497487437186,16.55399434650538,22.090848666634443
6,1.0108542713567839,16.83085611190493,22.152246753904258
6,1.0117587939698491,17.1082388504818,22.213640157667704
6,1.0126633165829146,17.3861575089388,22.275031873244636
6,1.01356783919598,17.664627290785397,22.336424933549587
6,1.0144723618090452,17.943663663931016,22.397822409977415
6,1.0153768844221105,18.223282368466506,22.459227413307364
6,1.0162814070351758,18.50349942464064,22.520643094626234
6,1.0171859296482413,18.78433114103816,22.582072646271115
6,1.0180904522613066,19.065794122964867,22.643519302791876
6,1.0189949748743719,19.34790528104817,22.704986341934504
6,1.0198994974874371,19.630681840058244,22.766477085645082
6,1.0208040201005024,19.914141347958292,22.827994901095543
6,1.021708542713568,20.19830168519068,22.88954320173133
6,1.0226130653266332,20.483181074206605,22.9511254483416
6,1.0235175879396985,20.768798089247944,23.012745150152863
6,1.0244221105527638,21.055171666388283,23.07440586594604
6,1.025326633165829,21.342321113842438,23.13611120519809
6,1.0262311557788946,21.63026612255286,23.19786482924841
6,1.0271356783919598,21.919026777061763,23.2596704524909
6,1.0280402010050251,22.208623566678973,23.321531843592282
6,1.0289447236180904,22.499077396954107,23.383452826737106
6,1.0298492462311557,22.790409601463775,23.445437282900514
6,1.030753768844221,23.082641953923744,23.50748915114906
6,1.0316582914572865,23.37579668063691,23.56961242997062
6,1.0325628140703518,23.66989647328745,23.631811178633818
6,1.033467336683417,23.96496450209367,23.694089518578007
6,1.0343718592964823,24.26102442933,23.75645163483447
6,1.0352763819095476,24.558100423231025,23.81890177747942
6,1.0361809045226131,24.856217172290023,23.881444263120034
6,1.0370854271356784,25.155399899964504,23.94408347641388
6,1.0379899497487437,25.45567437980322,24.006823871623023
6,1.038894472361809,25.75706695100743,24.069669974203443
6,1.0397989949748743,26.059604534441334,24.132626382430583
6,1.0407035175879398,26.36331464910659,24.1956977690623
6,1.041608040201005,26.66822542909605,24.258888883039745
6,1.0425125628140703,26.974365641043377,24.322204551227564
6,1.0434170854271356,27.281764702083812,24.385649680194096
6,1.044321608040201,27.590452698344322,24.449229258032673
6,1.0452261306532664,27.90046040398031,24.51294835622532
6,1.0461306532663317,28.211819300776988,24.576812131549474
6,1.047035175879397,28.524561598335353,24.640825828029456
6,1.0479396984924623,28.838720254861123,24.704994778933205
6,1.0488442211055276,29.154328998577835,24.769324408815894
6,1.049748743718593,29.471422349785144,24.833820235611505
6,1.0506532663316583,29.790035643583472,24.89848787277348
6,1.0515577889447236,30.110205053289192,24.96333303146607
6,1.052462311557789,30.43196761456158,25.028361522807227
6,1.0533668341708542,30.755361250267896,25.093579260164738
6,1.0542713567839195,31.080424796110677,25.158992261506974
6,1.055175879396985,31.40719802704369,25.22460665180944
6,1.0560804020100503,31.735721684503176,25.290428665518807
6,1.0569849246231156,32.0660375044836,25.35646464907589
6,1.0578894472361808,32.39818824648563,25.42272106349911
6,1.0587939698492461,32.73221772336708,25.48920448702992
6,1.0596984924623116,33.06817083212877,25.55592161784209
6,1.060603015075377,33.406093585666234,25.622879276816178
6,1.0615075376884422,33.746033145522915,25.690084410381317
6,1.0624120603015075,34.088037855677776,25.757544093425814
6,1.0633165829145728,34.43215727740501,25.825265532278365
6,1.0642211055276383,34.77844222524278,25.893256067762046
6,1.0651256281407036,35.126944804109876,25.961523178322686
6,1.0660301507537688,35.47771844761158,26.030074483233875
6,1.0669346733668341,35.8308179575756,26.09891774588047
6,1.0678391959798994,36.186299544862706,26.168060877122816
6,1.0687437185929647,36.54422087149641,26.237511938743673
6,1.0696482412060302,36.904641094159714,26.307279146980427
6,1.0705527638190955,37.267620909106355,26.37737087614433
6,1.0714572864321608,37.63322259853901,26.447795662329746
6,1.072361809045226,38.001510078505355,26.51856220721536
6,1.0732663316582913,38.37254894836731,26.58967938195989
6,1.0741708542713568,38.74640654190051,26.661156231195193
6,1.0750753768844221,39.12315198008234,26.73300197711893
6,1.0759798994974874,39.502856225630694,26.805226023690018
6,1.0768844221105527,39.885592139355566,26.87783796092907
6,1.077788944723618,40.2714345383913,26.95084756932726
6,1.0786934673366835,40.660460256377064,27.024264824366238
6,1.0795979899497488,41.05274820565687,27.098099901152032
6,1.080502512562814,41.44837944157479,27.17236317916662
6,1.0814070351758793,41.84743722894052,27.24706524713964
6,1.0823115577889446,42.25000711074699,27.322216908044197
6,1.0832160804020101,42.65617697922259,27.397829184219717
6,1.0841206030150754,43.066037149304904,27.473913322625656
6,1.0850251256281407,43.47968043462694,27.550480800229593
6,1.085929648241206,43.89720222610793,27.62754332953334
6,1.0868341708542713,44.31870057324773,27.705112864241002
6,1.0877386934673368,44.74427626822579,27.7832016050729
6,1.088643216080402,45.174032932909505,27.861822005729344
6,1.0895477386934673,45.60807710888385,27.94098677900871
6,1.0904522613065326,46.046518350613425,28.020708903083587
6,1.091356783919598,46.48946932185919,28.101001627940168
6,1.0922613065326634,46.9370458954707,28.18187848198464
6,1.0931658291457287,47.38936725668476,28.26335327882198
6,1.094070351758794,47.84655601006387,28.3454401242116
6,1.0949748743718593,48.308738290213554,28.428153423204833
6,1.0958793969849245,48.77604387642465,28.51150788746964
6,1.0967839195979898,49.24860631139181,28.59551854280761
6,1.0976884422110553,49.72656302416537,28.68020073686872
6,1.0985929648241206,50.210055457501014,28.765570147069553
6,1.099497487437186,50.699229199779126,28.851642788720884
6,1.1004020100502512,51.194234121670235,28.938435023370218
6,1.1013065326633165,51.69522451773299,29.025963567365615
6,1.102211055276382,52.20235925313915,29.114245500647463
6,1.1031155778894473,52.71580191572464,29.20329827577404
6,1.1040201005025125,53.23572097357945,29.293139727188205
6,1.1049246231155778,53.76228993839284,29.38378808073182
6,1.105829145728643,54.29568753478368,29.475261963415008
6,1.1067336683417084,54.836097875853014,29.567580413447853
6,1.107638190954774,55.38371064520706,29.660762890541914
6,1.1085427135678392,55.93872128570863,29.754829286489294
6,1.1094472361809045,56.50133119522866,29.849799936027743
6,1.1103517587939697,57.071747929676036,29.945695627999427
6,1.111256281407035,57.65018541360146,30.042537616812623
6,1.1121608040201005,58.236864158681186,30.140347634214727
6,1.1130653266331658,58.832011490397434,30.2391479013855
6,1.113969849246231,59.435861783253145,30.338961141360798
6,1.1148743718592964,60.04865670486411,30.43981059179538
6,1.1157788944723617,60.67064546929389,30.541720018075452
6,1.1166834170854272,61.302085100009634,30.644713726790997
6,1.1175879396984925,61.94324070285361,30.748816579578662
6,1.1184924623115577,62.59438574944409,30.85405400734586
6,1.119396984924623,63.255802371435436,30.960452024887722
6,1.1203015075376883,63.927781666087114,31.068037245908172
6,1.1212060301507538,64.61062401361332,31.176836898457474
6,1.122110552763819,65.30463940680059,31.286878840798344
6,1.1230150753768844,66.01014779341061,31.39819157771379
6,1.1239195979899497,66.72747943189802,31.510804277269173
6,1.124824120603015,67.45697526100818,31.624746788043048
6,1.1257286432160805,68.19898728383527,31.740049656839975
6,1.1266331658291457,68.95387896695327,31.856744146900077
6,1.127537688442211,69.7220256552593,31.974862256620494
6,1.1284422110552763,70.50381500319452,32.0944367388041
6,1.1293467336683416,71.29964742304091,32.21550112045078
6,1.130251256281407,72.1099365510245,32.33808972310881
6,1.1311557788944724,72.93510973198485,32.462237683802016
6,1.1320603015075377,73.77560852341233,32.58798097655158
6,1.132964824120603,74.63188921968279,32.71535643450929
6,1.1338693467336682,75.50442339736448,32.844401772721596
6,1.1347738693467337,76.3936984825104,32.97515561154385
6,1.135678391959799,77.30021834088652,33.10765750072363
6,1.1365829145728643,78.22450389214245,33.241947944175294
6,1.1374874371859296,79.16709374896065,33.3780684254651
6,1.1383919597989949,80.12854488228592,33.51606143403043
6,1.1392964824120602,81.10943331377514,33.655970492154495
6,1.1402010050251257,82.11035483666885,33.79784018272044
6,1.141105527638191,83.13192576633705,33.94171617776897
6,1.1420100502512562,84.17478372181714,34.08764526788421
6,1.1429145728643215,85.2395884397141,34.23567539243336
6,1.1438190954773868,86.32702262190944,34.38585567068718
6,1.144723618090452,87.43779281858477,34.538236433848326
6,1.1456281407035176,88.5726303481418,34.69286925801576
6,1.1465326633165829,89.7322922556762,34.84980699811528
6,1.1474371859296482,90.91756231173994,35.009103822825324
6,1.1483417085427134,92.12925205321054,35.170815250530254
6,1.1492462311557787,93.36820186817434,35.334998186332896
6,1.1501507537688442,94.63528212682046,35.50171096015985
6,1.1510552763819095,95.93139436043955,35.67101336599387
6,1.1519597989949748,97.25747249072673,35.84296670226958
6,1.15286432160804,98.61448411168482,36.017633813468535
6,1.1537688442211054,100.00343182654677,36.19507913295217
6,1.1546733668341709,101.4253546422489,36.37536872707204
6,1.1555778894472362,102.88132942410678,36.55857034059768
6,1.1564824120603014,104.37247241348827,36.744753443504756
6,1.1573869346733667,105.89994081139739,36.93398927916638
6,1.158291457286432,107.46493443104167,37.126350913992525
6,1.1591959798994975,109.06869742260257,37.321913288564815
6,1.1601005025125628,110.71252007358197,37.520753270313726
6,1.161005025125628,112.39774068827978,37.72294970778903
6,1.1619095477386934,114.12574755011384,37.92858348657323
6,1.1628140703517587,115.89798097070229,38.13773758689343
6,1.1637185929648242,117.71593542980393,38.35049714298425
6,1.1646231155778894,119.58116181043155,38.566949504260364
6,1.1655276381909547,121.49526973366602,38.78718429835706
6,1.16643216080402,123.4599299979215,39.01129349609856
6,1.1673366834170853,125.4768771276647,39.23937147845919
6,1.1682412060301508,127.54791203683364,39.471515105580735
6,1.169145728643216,129.67490481247023,39.70782378791359
6,1.1700502512562814,131.85979762437307,39.94839955955266
6,1.1709547738693467,134.10460776685267,40.193347153838594
6,1.171859296482412,136.41143083900482,40.44277408130017
6,1.1727638190954774,138.78244407023135,40.696790710014426
6,1.1736683417085427,141.2199097980913,40.9555103484645
6,1.174572864321608,143.72617910593516,41.219049330978706
6,1.1754773869346733,146.30369562814803,41.48752710583581
6,1.1763819095477386,148.9549995312433,41.761066326124705
6,1.1772864321608039,151.68273167948087,42.039792943452156
6,1.1781909547738694,154.48963799412158,42.323836304591076
6,1.1790954773869347,157.37857401591955,42.61332925116987
6,1.18,160.35250968095986,42.90840822250439
7,1.0,21.62162227312353,28.756516309868907
7,1.0009045226130653,21.957949116995643,28.85212533393947
7,1.0018090452261306,22.294704157837714,28.947774884668597
7,1.002713567839196,22.631898135315282,29.0434694442365
7,1.0036180904522614,22.969541942029757,29.139213543623065
7,1.0045226130653266,23.30764662739853,29.235011763584264
7,1.005427135678392,23.646223401615487,29.33086873564597
7,1.0063316582914572,23.98528363969512,29.42678914311587
7,1.0072361809045227,24.32483888560271,29.522777722113815
7,1.008140703517588,24.664900856472155,29.61883926262078
7,1.0090452261306533,25.00548144691537,29.71497860954721
7,1.0099497487437186,25.346592733424465,29.811200663820884
7,1.0108542713567839,25.688246978870033,29.90751038349461
7,1.0117587939698491,26.030456637098435,30.0039127848746
7,1.0126633165829146,26.37323435763055,30.100412943669504
7,1.01356783919598,26.716592990464697,30.19701599616083
7,1.0144723618090452,27.060545590987783,30.2937271403951
7,1.0153768844221105,27.405105424996293,30.390551637398183
7,1.0162814070351758,27.75028597383126,30.487494812412407
7,1.0171859296482413,28.096100939630198,30.58456205615674
7,1.0180904522613066,28.44256425069898,30.681758826110592
7,1.0189949748743719,28.789690067008273,30.779090647822066
7,1.0198994974874371,29.137492785816207,30.87656311624052
7,1.0208040201005024,29.48598704742271,30.974181897074654
7,1.021708542713568,29.8351877410583,31.0719527281762
7,1.0226130653266332,30.185110010911004,31.16988142094992
7,1.0235175879396985,30.53576926229671,31.267973861790644
7,1.0244221105527638,30.887181167975182,31.36623601354751
7,1.025326633165829,31.239361674617633,31.46467391701662
7,1.0262311557788946,31.592327009429034,31.563293692461897
7,1.0271356783919598,31.946093686930027,31.662101541165576
7,1.0280402010050251,32.30067851590398,31.761103747008576
7,1.0289447236180904,32.65609860651193,31.86030667808118
7,1.0298492462311557,33.01237137758243,31.95971678832531
7,1.030753768844221,33.3695145640798,32.05934061920834
7,1.0316582914572865,33.72754622475708,32.15918480142983
7,1.0325628140703518,34.086484749997894,32.25925605666119
7,1.033467336683417,34.446348869854624,32.3595611993199
7,1.0343718592964823,34.807157662286215,32.46010713837802
7,1.0352763819095476,35.16893056160352,32.56090087920653
7,1.0361809045226131,35.53168736712712,32.66194952545585
7,1.0370854271356784,35.895448252064156,32.763260280973505
7,1.0379899497487437,36.2602337726113,32.86484045175986
7,1.038894472361809,36.626064877289096,32.966697447962346
7,1.0397989949748743,36.992962916516255,33.068838785909634
7,1.0407035175879398,37.36094965242935,33.17127209018599
7,1.041608040201005,37.73004726895651,33.27400509574727
7,1.0425125628140703,38.100278382152275,33.377045650079026
7,1.0434170854271356,38.47166605080108,33.48040171539803
7,1.044321608040201,38.84423378729767,33.58408137089785
7,1.0452261306532664,39.21800556881301,33.688092815039695
7,1.0461306532663317,39.593005848753606,33.792444367889395
7,1.047035175879397,39.96925956852417,33.89714447350164
7,1.0479396984924623,40.346792169601585,34.002201702352515
7,1.0488442211055276,40.72562960593036,34.10762475382131
7,1.049748743718593,41.10579835664922,34.213422458722775
7,1.0506532663316583,41.487325439158404,34.31960378189095
7,1.0515577889447236,41.87023842253956,34.42617782481596
7,1.052462311557789,42.25456544133676,34.533153828334385
7,1.0533668341708542,42.64033520971164,34.640541175374985
7,1.0542713567839195,43.027577035983356,34.74834939376071
7,1.055175879396985,43.416320837565365,34.8565881590685
7,1.0560804020100503,43.80659715631086,34.965267297547754
7,1.0569849246231156,44.198437174280755,35.07439678909942
7,1.0578894472361808,44.59187272994593,35.183986770316565
7,1.0587939698492461,44.98693633483788,35.29404753758793
7,1.0596984924623116,45.38366119066225,35.4045895502662
7,1.060603015075377,45.78208120688846,35.5156234339018
7,1.0615075376884422,46.182231018832454,35.62715998354474
7,1.0624120603015075,46.58414600624562,35.739210167115004
7,1.0633165829145728,46.98786231242784,35.851785128843595
7,1.0642211055276383,47.39341686388033,35.96489619278583
7,1.0651256281407036,47.80084739051538,36.078554866408524
7,1.0660301507537688,48.210192446441596,36.19277284425259
7,1.0669346733668341,48.62149143134177,36.307562011673
7,1.0678391959798994,49.034784612463326,36.42293444865774
7,1.0687437185929647,49.45011314724053,36.53890243372774
7,1.0696482412060302,49.867519106568864,36.65547844791935
7,1.0705527638190955,50.287045498752775,36.772675178851685
7,1.0714572864321608,50.70873629414895,36.89050552488055
7,1.072361809045226,51.13263645052642,37.00898259934087
7,1.0732663316582913,51.55879193916839,37.12811973487988
7,1.0741708542713568,51.98724977173919,37.247930487883316
7,1.0750753768844221,52.418058027940944,37.36842864299603
7,1.0759798994974874,52.85126588398767,37.489628217740474
7,1.0768844221105527,53.28692364192129,37.611543467234064
7,1.077788944723618,53.725082759799506,37.734188889008685
7,1.0786934673366835,54.1657958827832,37.857579227934224
7,1.0795979899497488,54.60911687515305,37.981729481248536
7,1.080502512562814,55.05510085328818,38.106654903697
7,1.0814070351758793,55.50380421963622,38.23237101278321
7,1.0823115577889446,55.95528469771038,38.3588935941345
7,1.0832160804020101,56.40960136814668,38.48623870698411
7,1.0841206030150754,56.86681470585708,38.61442268977321
7,1.0850251256281407,57.32698661831737,38.743462165875904
7,1.085929648241206,57.790180485025274,38.87337404944937
7,1.0868341708542713,58.256461198170996,39.00417555141263
7,1.0877386934673368,58.725895204560686,39.135884185557146
7,1.088643216080402,59.19855054883499,39.26851777479165
7,1.0895477386934673,59.67449691802955,39.40209445752576
7,1.0904522613065326,60.15380568751934,39.536632694193784
7,1.091356783919598,60.63654996839959,39.67215127392407
7,1.0922613065326634,61.12280465634905,39.80866932135608
7,1.0931658291457287,61.61264648202826,39.94620630360875
7,1.094070351758794,62.106154063068374,40.08478203740508
7,1.0949748743718593,62.603407957702245,40.22441669635508
7,1.0958793969849245,63.104490720098,40.36513081840162
7,1.0967839195979898,63.609486957454365,40.506945313433604
7,1.0976884422110553,64.11848338891915,40.649881471069605
7,1.0985929648241206,64.63156890639524,40.79396096861644
7,1.099497487437186,65.14883463730311,40.939205879207705
7,1.1004020100502512,65.67037400936536,41.08563868012509
7,1.1013065326633165,66.1962828174895,41.23328226130852
7,1.102211055276382,66.72665929282104,41.38215993405851
7,1.1031155778894473,67.26160417404589,41.53229543993611
7,1.1040201005025125,67.8012207810239,41.68371295986552
7,1.1049246231155778,68.34561509083464,41.83643712344313
7,1.105829145728643,68.89489581632655,41.99049301845977
7,1.1067336683417084,69.44917448725646,42.145906200639594
7,1.107638190954774,70.00856553411688,42.302702703602634
7,1.1085427135678392,70.57318637474708,42.46090904905543
7,1.1094472361809045,71.14315750383084,42.62055225721559
7,1.1103517587939697,71.71860258538679,42.781659857476626
7,1.111256281407035,72.29964854836038,42.944259899318034
7,1.1121608040201005,72.88642568543413,43.108380963467745
7,1.1130653266331658,73.47906775517282,43.27405217332242
7,1.113969849246231,74.07771208763042,43.44130320663277
7,1.1148743718592964,74.68249969354473,43.610164307459684
7,1.1157788944723617,75.29357537725558,43.78066629840842
7,1.1166834170854272,75.91108785348635,43.95284059314804
7,1.1175879396984925,76.53518986813233,44.126719209222614
7,1.1184924623115577,77.16603832320925,44.30233478116202
