subject,lambda_theta,sigma_theta_kPa,sigma_z_kPa
2,1.1383919597989949,67.02475798473186,17.298503065064494
2,1.1392964824120602,67.77430117126258,17.368728254276814
2,1.1402010050251257,68.54211862838012,17.439492146294032
2,1.141105527638191,69.32883859095386,17.510803598017603
2,1.1420100502512562,70.13511328018097,17.582671607874765
2,1.1429145728643215,70.96161990110981,17.65510531840305
2,1.1438190954773868,71.80906168468827,17.728114018885748
2,1.144723618090452,72.67816897644788,17.801707148039057
2,1.1456281407035176,73.56970037404606,17.87589429675259
2,1.1465326633165829,74.4844439159954,17.950685210883833
2,1.1474371859296482,75.42321832403155,18.026089794107826
2,1.1483417085427134,76.38687430169034,18.102118110823657
2,1.1492462311557787,77.37629589179804,18.178780389118373
2,1.1501507537688442,78.39240189571467,18.256087023789842
2,1.1510552763819095,79.43614735731458,18.334048579429847
2,1.1519597989949748,80.50852511484442,18.412675793568845
2,1.15286432160804,81.61056742395039,18.491979579883193
2,1.1537688442211054,82.74334765534638,18.57197103146678
2,1.1546733668341709,83.90798207076594,18.652661424168166
2,1.1555778894472362,85.10563168102723,18.73406221999452
2,1.1564824120603014,86.33750419024943,18.81618507058412
2,1.1573869346733667,87.60485603044981,18.89904182074865
2,1.158291457286432,88.90899449098724,18.982644512086978
2,1.1591959798994975,90.25127994754114,19.067005386671774
2,1.1601005025125628,91.63312819555875,19.152136890810517
2,1.161005025125628,93.05601289337093,19.238051678883096
2,1.1619095477386934,94.52146812043368,19.324762617256695
2,1.1628140703517587,96.03109105645521,19.412282788280606
2,1.1637185929648242,97.58654478746051,19.50062549436197
2,1.1646231155778894,99.18956124516943,19.589804262124552
2,1.1655276381909547,100.84194428640401,19.67983284665272
2,1.16643216080402,102.54557291958942,19.770725235821565
2,1.1673366834170853,104.30240468579606,19.862495654716092
2,1.1682412060301508,106.1144792021656,19.955158570140718
2,1.169145728643216,107.98392187597652,20.0487286952212
2,1.1700502512562814,109.91294779806196,20.143220994101483
2,1.1709547738693467,111.903865824739,20.238650686737017
2,1.171859296482412,113.95908285792264,20.33503325378682
2,1.1727638190954774,116.08110833360625,20.43238444160665
2,1.1736683417085427,118.27255892944386,20.53072026734538
